SourceIP|DestinationIP|Application
"10.42.56.0/24","10.42.57.0/24","10.42.58.0/24","10.42.59.0/24","10.42.60.0/24","10.42.61.0/24","10.42.62.0/24","10.42.64.0/24","10.42.65.0/24","10.42.66.0/24","10.42.67.0/24","10.42.68.0/24","10.42.69.0/24","10.42.70.0/24","10.42.71.0/24","10.42.72.0/24","10.42.73.0/24","10.42.74.0/24","10.42.79.0/24","10.42.80.0/24"|"10.14.121.250/32","10.32.238.15/32"|"web-browsing","ms-sms"
